occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,hot_water_showers,hot_water_showers_minutes
0.667,0.18,0.18,0,0,0,0,0.281,0.654,0.0882,0,0,0.173,0,0
0.333,0.187,0.187,0,0,0,0,0.281,0.667,0.0976,0,0,0.0866,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0945,0.129,6
0.333,0.26,0.26,0,0,0.517,0.567,0.281,0.706,0.144,0,0.0299,0.146,0.0214,1
0.333,0.325,0.325,0,0,0,0.217,0.281,0.713,0.19,0,1,0.0866,0,0
0.333,0.363,0.363,0,0,0,0,0.281,0.706,0.261,0,0.263,0,0,0
0.333,0.34,0.34,0,0,0,0,0.281,0.693,0.32,0,0,0.0433,0,0
0.333,0.278,0.278,0,0,0,0,0.281,0.667,0.304,0,0,0.346,0,0
0.667,0.446,0.446,0,0,0,0,0.14,0.715,0.36,0,0,0.0866,0,0
1,0.117,0.117,0,0,0,0,0.281,0.621,0.0874,0,0,0.26,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.173,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0841,0.114,5
0.333,0.05,0.05,0.233,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.333,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.333,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.26,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0433,0,0
0.333,0.172,0.172,0,0,0,0,0.281,0.595,0.0658,0,0,0,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.13,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.103,0.141,7
0.333,0.175,0.175,0,0,0,0,0.281,0.606,0.0846,0,0,0.181,0.246,11
0.667,0.329,0.329,0,0.0833,0,0,0.14,0.677,0.19,0.396,0,0.147,0.2,9
0.667,0.398,0.398,0,0.933,0,0,0.14,0.709,0.232,0.558,0,0.272,0.253,11
0.667,0.512,0.512,0.25,0,0,0,0.14,0.719,0.31,0.626,0,0.452,0.438,19
0.667,0.619,0.619,0.467,0,0,0,0.14,0.709,0.432,0,0,0.382,0.343,15
0.667,0.641,0.641,0,0,0,0,0.14,0.688,0.532,0,0,0.173,0,0
1,0.56,0.56,0,0,0,0,0.14,0.646,0.505,0,0,0.0866,0,0
1,0.353,0.353,0,0,0,0,0.14,0.605,0.307,0,0,0.34,0.109,5
1,0.117,0.117,0,0,0,0,0.281,0.569,0.0759,0,0,0.148,0.202,9
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.243,0.153,7
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0866,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0433,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.148,0.148,0.233,0,0,0,0.281,0.575,0.0316,0,0,0,0,0
1,0.308,0.308,0,0,0,0,0.14,0.615,0.0634,0,0,0.0745,0.101,5
0.667,0.321,0.321,0,0,0,0,0.14,0.625,0.0764,0,0,0.236,0.321,14
0.667,0.324,0.324,0,0,0,0,0.14,0.625,0.0895,0,0,0.158,0.215,10
0.333,0.183,0.183,0,0,0,0,0.281,0.595,0.0578,0,0,0,0,0
0.333,0.177,0.177,0,0,0,0,0.281,0.595,0.0629,0,0,0.13,0,0
0.333,0.172,0.172,0,0,0,0,0.281,0.595,0.0658,0,0,0,0,0
0.333,0.171,0.171,0,0,0,0,0.281,0.595,0.073,0,0,0,0,0
0.333,0.171,0.171,0,0,0,0,0.281,0.595,0.0767,0,0,0.173,0,0
0.333,0.175,0.175,0,0,0,0,0.281,0.606,0.0846,0,0,0.216,0,0
0.333,0.189,0.189,0,0,0,0,0.281,0.621,0.103,0,0,0.0433,0,0
0.333,0.224,0.224,0,0,0,0,0.281,0.637,0.124,0,0,0.173,0,0
0.333,0.281,0.281,0,0,0,0,0.281,0.642,0.163,0,0,0.13,0,0
0.667,0.619,0.619,0,0,0,0,0.14,0.709,0.432,0,0,0.0866,0,0
0.667,0.641,0.641,0,0,0,0,0.14,0.688,0.532,0,0,0.26,0,0
0.667,0.56,0.56,0,0,0,0,0.14,0.646,0.505,0,0,0,0,0
0.667,0.353,0.353,0,0,0,0,0.14,0.605,0.307,0,0,0.254,0.345,15
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0866,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.087,0.118,6
1,0.0583,0.0583,0,0,0,0,0.281,0.564,0.0281,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.667,0.179,0.179,0,0,0,0,0.281,0.59,0.0433,0,0,0,0,0
0.333,0.185,0.185,0,0,0,0,0.281,0.595,0.0636,0,0,0,0,0
0.333,0.187,0.187,0,0,0,0,0.281,0.595,0.0803,0,0,0,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.595,0.0934,0,0,0.216,0.176,8
0.333,0.177,0.177,0,0,0,0,0.281,0.595,0.101,0,0,0.398,0.129,6
0.667,0.294,0.294,0,0,0,0,0.14,0.625,0.198,0,0,0.177,0.24,11
0.333,0.171,0.171,0,0,0,0,0.281,0.595,0.125,0,0,0.0866,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.0866,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.333,0.189,0.189,0.0833,0,0,0,0.281,0.621,0.162,0,0,0.0433,0,0
0.333,0.224,0.224,0.4,0,0,0,0.281,0.637,0.167,0,0,0.0866,0,0
0.333,0.281,0.281,0,0,0,0,0.281,0.642,0.194,0,0,0.0433,0,0
0.667,0.619,0.619,0,0,0,0,0.14,0.709,0.485,0,0,0,0,0
0.667,0.641,0.641,0,0,0,0,0.14,0.688,0.57,0,0,0.309,0.126,6
1,0.815,0.815,0,0,0,0,0,0.686,0.78,0,0,0.173,0,0
1,0.353,0.353,0,0,0,0,0.14,0.605,0.334,0,0,0.216,0,0
1,0.184,0.184,0,0,0,0,0.14,0.573,0.156,0,0,0.0433,0,0
1,0.0999,0.0999,0,0,0,0,0.14,0.563,0.0699,0,0,0.262,0.355,16
1,0.0583,0.0583,0,0,0,0,0.281,0.564,0.0281,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0.0833,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0.4,0,0,0,0.421,0.566,0.0181,0,0,0.0907,0.123,6
1,0.308,0.308,0,0,0,0,0.14,0.615,0.0685,0,0,0.123,0.167,8
1,0.456,0.456,0,0,0,0,0,0.655,0.155,0,0,0.0449,0.0611,3
0.667,0.324,0.324,0,0,0,0,0.14,0.625,0.143,0,0,0.13,0,0
0.667,0.315,0.315,0,0,0,0,0.14,0.625,0.169,0,0,0,0,0
0.333,0.177,0.177,0,0,0,0,0.281,0.595,0.101,0,0,0,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.0433,0,0
0.333,0.171,0.171,0,0,0,0,0.281,0.595,0.141,0,0,0.0866,0,0
0.333,0.175,0.175,0,0,0,0,0.281,0.606,0.154,0,0,0.0433,0,0
0.333,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.667,0.224,0.224,0,0,0,0,0.281,0.637,0.167,0,0,0.383,0.167,8
0.667,0.281,0.281,0,0,0,0,0.281,0.642,0.194,0,0,0.293,0.163,8
0.667,0.335,0.335,0,0,0,0,0.281,0.637,0.252,0,0,0,0,0
0.667,0.346,0.346,0,0,0,0,0.281,0.627,0.294,0,0,0.0866,0,0
1,0.56,0.56,0,0,0,0,0.14,0.646,0.526,0,0,0.173,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.119,0.161,7
1,0.0749,0.0749,0,0,0,0,0.281,0.564,0.0374,0,0,0.296,0.226,10
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0433,0,0
1,0.0823,0.0823,0,0,0,0,0.281,0.564,0.0236,0,0,0,0,0
1,0.148,0.148,0,0,0,0,0.281,0.575,0.0316,0,0,0.356,0.483,22
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.163,0.221,10
0.667,0.321,0.321,0,0,0,0,0.14,0.625,0.0764,0,0,0.597,0.282,13
0.667,0.324,0.324,0,0,0.103,0,0.14,0.625,0.0895,0,0,0.272,0.311,14
0.333,0.183,0.183,0,0,0.379,0.767,0.281,0.595,0.0578,0,0.176,0.13,0,0
0.333,0.177,0.177,0,0,0,0,0.281,0.595,0.0629,0,0.104,0.13,0,0
0.333,0.172,0.172,0,0,0,0,0.281,0.595,0.0658,0,0,0.173,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0866,0,0
0.333,0.171,0.171,0,0,0,0,0.281,0.595,0.0767,0,0,0,0,0
0.333,0.175,0.175,0.25,0,0,0,0.281,0.606,0.0846,0,0,0.0433,0,0
0.333,0.189,0.189,0.467,0,0,0,0.281,0.621,0.103,0,0,0,0,0
0.333,0.224,0.224,0,0,0,0,0.281,0.637,0.124,0,0,0,0,0
0.333,0.281,0.281,0,0,0,0,0.281,0.642,0.163,0,0,0.26,0,0
0.333,0.335,0.335,0,0.333,0,0,0.281,0.637,0.224,0.475,0,0.0866,0,0
0.667,0.641,0.641,0,0.933,0,0,0.14,0.688,0.532,0.529,0,0,0,0
0.667,0.56,0.56,0,0,0,0,0.14,0.646,0.505,0,0,0.0433,0,0
0.667,0.201,0.201,0,0,0,0,0.281,0.585,0.162,0,0,0.13,0,0
0.667,0.117,0.117,0,0,0,0,0.281,0.569,0.0759,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.101,0.137,6
1,0.148,0.148,0,0,0,0,0.281,0.575,0.0316,0,0,0.0819,0.111,5
1,0.179,0.179,0,0,0,0,0.281,0.59,0.0396,0,0,0.222,0.302,14
0.667,0.185,0.185,0,0,0,0,0.281,0.595,0.0462,0,0,0.548,0.274,12
0.667,0.324,0.324,0,0,0,0,0.14,0.625,0.0895,0,0,0.161,0.102,5
1,0.448,0.448,0,0,0,0,0,0.655,0.142,0,0,0.0919,0.0661,3
1,0.43,0.43,0,0,0,0,0,0.655,0.157,0,0,0.451,0.437,16
1,0.417,0.417,0,0,0,0,0,0.655,0.166,0,0,0.4,0.367,11
0.333,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.193,0.145,7
0.667,0.293,0.293,0,0,0,0,0.14,0.625,0.137,0,0,0.502,0.447,12
0.667,0.301,0.301,0,0,0,0,0.14,0.646,0.153,0,0,0,0,0
0.333,0.189,0.189,0,0,0,0,0.281,0.621,0.103,0,0,0.0866,0,0
0.333,0.224,0.224,0,0,0,0,0.281,0.637,0.124,0,0,0.13,0,0
0.667,0.512,0.512,0,0,0,0,0.14,0.719,0.31,0,0,0,0,0
0.667,0.619,0.619,0,0,0,0,0.14,0.709,0.432,0,0,0.0433,0,0
0.667,0.641,0.641,0,0,0,0,0.14,0.688,0.532,0,0,0.0866,0,0
0.667,0.305,0.305,0,0,0,0,0.281,0.606,0.26,0,0,0,0,0
1,0.353,0.353,0,0,0,0,0.14,0.605,0.307,0,0,0.26,0,0
1,0.117,0.117,0,0,0,0,0.281,0.569,0.0759,0,0,0.0433,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0433,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.179,0.179,0,0,0,0,0.281,0.59,0.0396,0,0,0.184,0.25,12
1,0.185,0.185,0,0,0,0,0.281,0.595,0.0462,0,0,0.177,0.241,11
0.667,0.324,0.324,0.483,0,0,0,0.14,0.625,0.0895,0,0,0.263,0.357,9
1,0.448,0.448,0,0,0,0,0,0.655,0.142,0,0,0.298,0.287,13
0.333,0.177,0.177,0,0,0,0,0.281,0.595,0.0629,0,0,0.346,0,0
0.333,0.172,0.172,0,0,0,0,0.281,0.595,0.0658,0,0,0.0433,0,0
0,0.05,0.05,0.25,0,0,0,0.421,0.566,0.0159,0,0,0.433,0,0
0.333,0.171,0.171,0.717,0,0,0,0.281,0.595,0.0767,0,0,0,0,0
0.667,0.301,0.301,0.483,0,0,0,0.14,0.646,0.153,0,0,0.173,0,0
0.667,0.329,0.329,0,0,0,0,0.14,0.677,0.19,0,0,0,0,0
0.667,0.398,0.398,0,0,0,0,0.14,0.709,0.232,0,0,0.216,0,0
0.333,0.281,0.281,0,0,0,0,0.281,0.642,0.163,0,0,0.0433,0,0
0.333,0.335,0.335,0,0,0,0,0.281,0.637,0.224,0,0,0.13,0,0
0.333,0.346,0.346,0,0.583,0,0,0.281,0.627,0.274,0.615,0,0.346,0,0
0.667,0.56,0.56,0,0.433,0,0,0.14,0.646,0.505,0,0,0.0433,0,0
1,0.353,0.353,0,0,0,0,0.14,0.605,0.307,0,0,0,0,0
1,0.117,0.117,0,0,0,0,0.281,0.569,0.0759,0,0,0.0432,0.0587,3
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.13,0.176,8
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0.233,0.0833,0,0,0.421,0.566,0.0159,0.501,0,0,0,0
1,0.247,0.247,0,1,0,0,0.14,0.584,0.0474,0.328,0,0.0839,0.114,5
1,0.308,0.308,0.25,0.183,0,0,0.14,0.615,0.0634,0,0,0.433,0.588,21
0.333,0.185,0.185,0.467,0.583,0.483,0.25,0.281,0.595,0.0462,0.691,0.0715,0.0863,0.117,6
0.333,0.187,0.187,0,0.683,0,0,0.281,0.595,0.0527,0,0.577,0.216,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.595,0.0578,0,0.257,0.149,0.0846,4
1,0.43,0.43,0,0,0,0,0,0.655,0.157,0,0.65,0.24,0.327,15
0.667,0.172,0.172,0,0,0,0,0.281,0.595,0.0658,0,0.553,0.0866,0,0
0.667,0.171,0.171,0,0,0,0,0.281,0.595,0.073,0,0.635,0,0,0
0.333,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.216,0,0
0.667,0.175,0.175,0.233,0,0,0,0.281,0.606,0.0846,0,0,0,0,0
0.667,0.329,0.329,0,0,0,0,0.14,0.677,0.19,0,0,0.13,0,0
0.667,0.398,0.398,0,0,0,0,0.14,0.709,0.232,0,0,0.0776,0.105,5
1,0.743,0.743,0,0.0833,0,0,0,0.796,0.457,0.479,0,0.0913,0.124,6
1,0.904,0.904,0,1,0,0,0,0.78,0.64,0.529,0,0.298,0.17,8
0.667,0.346,0.346,0,0.183,0,0,0.281,0.627,0.274,0,0,0.712,0,0
0.667,0.305,0.305,0,0,0,0,0.281,0.606,0.26,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0866,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0.138,0,0,0,0
1,0.185,0.185,0,0.833,0,0,0.281,0.595,0.0462,0.606,0,0,0,0
1,0.324,0.324,0,0.183,0,0,0.14,0.625,0.0895,0.464,0,0,0,0
1,0.315,0.315,0,0,0,0,0.14,0.625,0.0997,0,0,0,0,0
0.667,0.177,0.177,0,0,0,0,0.281,0.595,0.0629,0,0,0.0433,0,0
0.667,0.172,0.172,0,0,0,0,0.281,0.595,0.0658,0,0,0.0433,0,0
0.667,0.171,0.171,0,0,0,0,0.281,0.595,0.073,0,0,0,0,0
0.667,0.293,0.293,0,0,0,0,0.14,0.625,0.137,0,0,0.13,0,0
0.667,0.301,0.301,0,0,0,0,0.14,0.646,0.153,0,0,0,0,0
0.333,0.189,0.189,0,0,0,0,0.281,0.621,0.103,0,0,0.0866,0,0
0.667,0.398,0.398,0,0,0,0,0.14,0.709,0.232,0,0,0.303,0,0
0.667,0.512,0.512,0,0,0,0,0.14,0.719,0.31,0,0,0.177,0.123,6
0.333,0.335,0.335,0,0,0,0,0.281,0.637,0.224,0,0,0.0433,0,0
0.333,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0866,0,0
0.667,0.305,0.305,0,0,0,0,0.281,0.606,0.26,0,0,0.303,0,0
0.667,0.201,0.201,0,0,0,0,0.281,0.585,0.162,0,0,0,0,0
0.667,0.117,0.117,0,0,0,0,0.281,0.569,0.0759,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.0433,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.333,0.05,0.05,0,0,0.483,0.467,0.421,0.566,0.0181,0,0.0559,0,0,0
0.667,0.171,0.171,0.483,0,0,0.3,0.281,0.595,0.125,0,0.397,0,0,0
1,0.293,0.293,0.233,0,0,0,0.14,0.625,0.265,0,0.406,0.0433,0,0
0.667,0.301,0.301,0,0,0,0,0.14,0.646,0.291,0,0.572,0,0,0
0.667,0.329,0.329,0.333,0,0,0,0.14,0.677,0.305,0,0.319,0.13,0,0
1,0.572,0.572,0.15,0,0,0,0,0.78,0.464,0,0.209,0.13,0,0
0.333,0.281,0.281,0,0,0,0,0.281,0.642,0.194,0,0,0.0433,0,0
0.333,0.335,0.335,0,0,0,0,0.281,0.637,0.252,0,0,0.13,0,0
0.667,0.641,0.641,0,0,0,0,0.14,0.688,0.57,0,0,0.346,0,0
0.667,0.56,0.56,0,0,0,0,0.14,0.646,0.526,0,0,0.309,0.243,11
0.667,0.201,0.201,0,0,0,0,0.281,0.585,0.176,0,0,0.125,0.17,8
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.382,0.343,15
1,0.0749,0.0749,0,0,0,0,0.281,0.564,0.044,0,0,0.493,0.612,27
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.0433,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.164,0.223,6
1,0.308,0.308,0,0,0,0,0.14,0.615,0.0685,0,0,0.842,0.439,11
0.667,0.321,0.321,0,0,0,0,0.14,0.625,0.109,0,0,0.291,0.396,18
0.667,0.324,0.324,0,0,0,0,0.14,0.625,0.143,0,0,0.182,0.189,9
0.667,0.315,0.315,0,0,0,0,0.14,0.625,0.169,0,0,0.273,0.135,6
0.667,0.303,0.303,0,0,0,0,0.14,0.625,0.185,0,0,0.13,0,0
0.667,0.172,0.172,0,0,0,0,0.281,0.595,0.108,0,0,0.0866,0,0
0.667,0.171,0.171,0,0,0,0,0.281,0.595,0.125,0,0,0.13,0,0
0.667,0.171,0.171,0,0,0,0,0.281,0.595,0.141,0,0,0,0,0
0.667,0.175,0.175,0,0,0,0,0.281,0.606,0.154,0,0,0.173,0,0
0.333,0.189,0.189,0,0,0,0,0.281,0.621,0.162,0,0,0,0,0
0.333,0.224,0.224,0,0,0,0,0.281,0.637,0.167,0,0,0.0866,0,0
0.667,0.512,0.512,0,0,0,0,0.14,0.719,0.371,0,0,0.2,0.213,10
1,0.904,0.904,0,0,0,0,0,0.78,0.719,0,0,0.17,0.231,10
1,0.937,0.937,0,0,0,0,0,0.749,0.845,0,0,0.493,0.67,27
1,0.56,0.56,0,0,0,0,0.14,0.646,0.526,0,0,0.0941,0.128,6
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.0433,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.158,0.215,10
0.667,0.179,0.179,0,0,0,0,0.281,0.59,0.0396,0,0,0.129,0.175,8
1,0.321,0.321,0,0,0,0,0.14,0.625,0.0764,0,0,0.384,0.522,17
1,0.324,0.324,0,0,0,0,0.14,0.625,0.0895,0,0,0.235,0.319,14
0.667,0.183,0.183,0,0,0,0,0.281,0.595,0.0578,0,0,0,0,0
0.667,0.177,0.177,0,0,0,0,0.281,0.595,0.0629,0,0,0,0,0
0.333,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.333,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.333,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.13,0,0
0.667,0.175,0.175,0,0,0,0,0.281,0.606,0.0846,0,0,0.0866,0,0
0.333,0.189,0.189,0,0,0,0,0.281,0.621,0.103,0,0,0,0,0
0.333,0.224,0.224,0,0,0,0,0.281,0.637,0.124,0,0,0.0866,0,0
0.667,0.512,0.512,0,0,0.103,0,0.14,0.719,0.31,0,0,0.346,0,0
0.667,0.619,0.619,0.717,0,0.379,0.883,0.14,0.709,0.432,0,0.199,0.303,0,0
0.667,0.641,0.641,0,0.333,0,0.15,0.14,0.688,0.532,0.715,0,0.237,0.204,9
0.667,0.56,0.56,0,0.683,0,0,0.14,0.646,0.505,0.12,0,0.17,0.172,8
0.667,0.353,0.353,0,0,0,0,0.14,0.605,0.307,0,0,0.0866,0,0
0.667,0.117,0.117,0,0,0,0,0.281,0.569,0.0759,0,0,0.0433,0,0
0.667,0.0749,0.0749,0,0,0,0,0.281,0.564,0.0374,0,0,0.188,0.256,12
0.667,0.0583,0.0583,0,0,0,0,0.281,0.564,0.0236,0,0,0.782,0.428,19
0.667,0.05,0.05,0,0,0,0,0.281,0.564,0.0171,0,0,0.143,0.195,9
0.667,0.05,0.05,0,0,0,0,0.281,0.564,0.0157,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.13,0,0
1,0.148,0.148,0,0,0,0,0.281,0.575,0.0316,0,0,0.178,0.183,8
0.667,0.179,0.179,0,0,0,0,0.281,0.59,0.0396,0,0,0.265,0.36,17
0.667,0.185,0.185,0,0,0,0,0.281,0.595,0.0462,0,0,0.119,0.162,8
0.667,0.187,0.187,0,0,0,0,0.281,0.595,0.0527,0,0,0.343,0.349,16
0.667,0.183,0.183,0,0,0,0,0.281,0.595,0.0578,0,0,0.195,0.148,7
0.333,0.05,0.05,0.25,0,0,0,0.421,0.566,0.0159,0,0,0.437,0,0
0.667,0.294,0.294,0.233,0,0,0,0.14,0.625,0.116,0,0,0.39,0.53,24
1,0.413,0.413,0,0,0,0,0,0.655,0.187,0,0,0.167,0.226,11
1,0.414,0.414,0,0,0,0,0,0.655,0.198,0,0,0.334,0.336,8
